Image,Width,Height,Sigma,Tmin,Tmax,Host_Time_us,Device_Time_us,Speedup
walkbridge.pgm,512,512,2.0,30,80,31.299520,1.445088,21.65
walkbridge.pgm,512,512,2.0,30,100,30.999201,1.436960,21.57
walkbridge.pgm,512,512,2.0,30,120,29.640192,1.444096,20.52
walkbridge.pgm,512,512,2.0,50,80,30.763968,1.461184,21.05
walkbridge.pgm,512,512,2.0,50,100,31.062271,1.455904,21.33
walkbridge.pgm,512,512,2.0,50,120,30.788704,1.440544,21.37
walkbridge.pgm,512,512,2.0,70,80,29.884447,1.416864,21.09
walkbridge.pgm,512,512,2.0,70,100,30.987776,1.447264,21.41
walkbridge.pgm,512,512,2.0,70,120,29.702208,1.416896,20.96
walkbridge.pgm,512,512,2.5,30,80,31.034176,1.454848,21.33
walkbridge.pgm,512,512,2.5,30,100,29.604639,1.467520,20.17
walkbridge.pgm,512,512,2.5,30,120,30.853249,1.453504,21.22
walkbridge.pgm,512,512,2.5,50,80,30.979361,1.452832,21.32
walkbridge.pgm,512,512,2.5,50,100,30.123743,1.423328,21.16
walkbridge.pgm,512,512,2.5,50,120,36.942657,1.505248,24.54
walkbridge.pgm,512,512,2.5,70,80,30.297983,1.433952,21.12
walkbridge.pgm,512,512,2.5,70,100,31.069696,1.443744,21.52
walkbridge.pgm,512,512,2.5,70,120,31.163839,1.425344,21.86
